timestamp,fault_d7,4700008966_kW,4700008966_power_hour,4408411600_kW,4408411600_power_hour,4608927500_kvar_hour,238045_ws_temp,279805_ws_vigor,279804_ws_level,279625_ws_temp,279623_ws_vigor,319235_ws_temp,279831_ws_temp,326417_ws_temp,326416_ws_vigor,temp_site1_anomaly_score,sfc_temp_site1_anomaly_score,gw_lvl_site2_anomaly_score,gw_temp_site2_anomaly_score
01-07-2022 15:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.25,43.81,9.48,39.14
01-07-2022 16:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,51.62,62.91,9.48,39.14
01-07-2022 17:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,57.74,65.42,9.48,39.14
01-07-2022 18:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,65.74,68.79,9.48,39.14
01-07-2022 19:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,73.27,77.09,9.48,39.14
01-07-2022 20:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,73.27,80.03,9.48,39.14
01-07-2022 21:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,73.87,81.19,9.48,39.14
01-07-2022 22:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,74.17,82.06,9.48,39.14
01-07-2022 23:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,76.2,80.46,9.48,39.14
01-08-2022 0:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,79.55,82.67,19.27,28.12
01-08-2022 1:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,83.07,83.53,19.27,28.12
01-08-2022 2:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,83.22,83.82,19.27,28.12
01-08-2022 3:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,84.43,85.3,19.27,28.12
01-08-2022 4:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,85.53,91.29,19.27,28.12
01-08-2022 5:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,90.79,91.29,19.27,28.12
01-08-2022 6:00,1,0.0,0.0,,,0.0,0.3158852,0.0,0.0,,,0.0,0.0,,,89.67,88.69,19.27,28.12
01-08-2022 7:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,72.68,48.71,19.27,28.12
01-08-2022 8:00,1,0.0,0.0,,,0.0,95.76311,0.0,0.0,,,0.0,0.0,,,36.74,9.86,19.27,28.12
01-08-2022 9:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.85,6.19,19.27,28.12
01-08-2022 10:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,21.73,5.4,19.27,28.12
01-08-2022 11:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,19.09,6.41,19.27,28.12
01-08-2022 12:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,18.29,9.68,19.27,28.12
01-08-2022 13:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20.98,15.89,19.27,28.12
01-08-2022 14:00,1,0.006866302,0.006866302,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,25.12,18.12,19.27,28.12
01-08-2022 15:00,1,0.06089307,0.06089307,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.4,28.14,19.27,28.12
01-08-2022 16:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.0,24.72,19.27,28.12
01-08-2022 17:00,1,0.08277693,0.08277693,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.37,26.48,19.27,28.12
01-08-2022 18:00,1,0.005381691,0.005381691,,,0.0,81.53441,0.0,0.0,,,0.0,0.0,,,32.68,25.1,19.27,28.12
01-08-2022 19:00,1,0.02122019,0.02122019,,,0.0,55.89241,0.0,0.0,,,0.0,0.0,,,33.18,24.68,19.27,28.12
01-08-2022 20:00,1,0.006511463,0.006511463,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.29,25.48,19.27,28.12
01-08-2022 21:00,1,0.0,0.0,,,0.0,30.85987,0.0,0.0,,,0.0,0.0,,,32.66,25.12,19.27,28.12
01-08-2022 22:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,34.12,25.65,19.27,28.12
01-08-2022 23:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,34.78,26.48,19.27,28.12
01-09-2022 0:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.92,24.68,31.87,28.12
